growth,FIPS,pop2010,pop2000,age_under_5,age_under_18,age_over_65,female,black,hispanic,white_not_hispanic,no_move_in_one_plus_year,foreign_born,foreign_spoken_at_home,hs_grad,bachelors,mean_work_travel,home_ownership,housing_multi_unit,median_val_owner_occupied,persons_per_household,per_capita_income,poverty,sales_per_capita,density
-2.2797504518687,17191,16760,17151,6.2,22.6,19.4,50.7,0.3,1.1,97.5,91.7,0.9,1.8,84.3,12.1,20.4,75.5,7.7,65100,2.33,21493,14.3,8814,23.5
-4.59306486240323,17193,14665,15371,6,20.9,21,51.7,0.4,1.1,97.6,86.6,1.2,1.7,84.5,12.2,26,79.9,7.9,62900,2.23,22081,14.8,8392,29.6
-3.55299820289185,17195,58498,60653,6,23.5,17.5,50.9,1.3,11,85.9,89.6,2.8,7,85.5,16.1,19.6,75.8,14.4,98100,2.45,23405,11.2,9676,85.5
34.9006303432842,17197,677560,502266,7.2,29.1,9.3,50.3,11.2,15.6,67.2,89.6,11.4,19.2,90,30.7,33.6,85,12.3,240500,3,29811,6.6,10211,809.6
8.25665622552858,17199,66357,61296,6.1,22.1,16.3,50.5,3.8,2,91.5,85.6,1.5,2.6,88.2,21.7,20.4,73.6,16.8,87600,2.43,22164,16.7,15370,157.9
6.05133288795983,17201,295266,278418,6.7,24.9,13.8,51.1,12.2,10.9,72.5,86.4,7.6,12,84.4,21.1,21.9,70.1,25.7,128100,2.56,24008,15.9,12943,575.2
9.00786602385182,17203,38664,35469,6.5,25.8,14.8,50.6,0.5,1.4,96.5,88.9,1.5,2.6,92.4,26,22.8,83.3,8.9,151500,2.61,29475,7,7329,73.3
2.26617100371747,18001,34387,33625,9.3,31.2,13.8,50.6,0.3,4.1,94.6,89,0.9,16.1,82.8,12.2,21.8,78.3,13,111700,2.76,19089,16.3,10928,101.4
7.07550723371171,18003,355329,331849,7.5,27,11.9,51.3,11.7,6.5,76.5,86.3,5.4,8.6,88.5,26.1,20.4,70.6,21.4,113200,2.55,24532,12.3,13667,540.6
7.50192482676559,18005,76794,71435,6.8,25.2,14,50.6,1.8,6.2,87,83.6,7,7.8,89.2,26.7,19.8,72.5,15.1,133100,2.5,26860,10.4,14399,188.7
-6.0184693769239,18007,8854,9421,7,25.8,15.7,50.5,0.5,4.9,93.7,84.5,1.2,4.2,89.7,13.7,25,78.7,8,85200,2.48,21949,10,5852,21.8
-9.12585421412301,18009,12766,14048,5.9,22.8,17.8,50.7,0.4,0.9,97.2,82,0.6,0.9,84.7,12.2,23.9,78.1,12.6,77600,2.4,21783,14.2,7389,77.3
22.844687357668,18011,56640,46107,6.9,28.1,11.7,50.8,0.9,2.2,93.8,88.8,2.6,4.3,92.8,38,23.6,79.1,12.2,174300,2.58,38696,7.1,8970,133.9
1.90546232533262,18013,15242,14957,5.1,20.8,17.2,50.4,0.3,1.2,96.8,87.4,1.1,2.8,87.5,21.2,35.2,84.7,3.1,158500,2.57,24312,10.8,4180,48.9
-0.0495908752789487,18015,20155,20165,6.1,24.6,15.8,49.9,0.2,3.5,95.2,90,1.7,2.9,88.6,14.9,26,79.6,7.4,107400,2.48,23163,9.4,5153,54.1
-4.79843635475201,18017,38966,40930,6.8,25.9,15.1,50,1.5,12.6,83.7,87.5,7.2,11.6,82,14.1,19.9,75.6,12.6,82400,2.51,20562,14,8714,94.5
14.2632059043038,18019,110232,96472,6.6,23.7,12.8,51,6.9,4.9,85.2,85.9,3.2,5,85.4,17.8,22.5,71.2,19.5,125800,2.45,23592,11.8,16414,295.6
1.25771953607472,18021,26890,26556,5.8,24,15.1,50.8,0.3,1.1,97.2,89.9,1,2.5,87.9,13.8,25.7,79.1,6,87100,2.6,20569,12.5,11737,75.2
-1.89570660839781,18023,33224,33866,7.5,26.6,14.4,50.6,0.4,13.2,85.3,85.1,6.9,11.5,81.4,13.1,21.9,73.4,12.4,98700,2.72,21131,11.7,6579,82
-0.279251605696729,18025,10713,10743,6.1,23.3,15,49.3,0.2,1.2,97,90.7,0.3,1.4,82.3,11.5,34.2,83.8,3.3,86300,2.46,18598,18.7,3752,35.1
6.13011401743797,18027,31648,29820,8.4,28.8,14.1,50.2,0.5,4.2,93.8,91,2.6,16.3,74.5,12.2,22.6,79.6,6.9,97200,2.8,20254,12.3,12667,73.7
8.54063198074129,18029,50047,46109,6.2,25,13.1,50.3,0.6,1,96.9,88.1,1.2,2.5,88.5,16.9,28.1,77.2,12.9,160300,2.69,25023,7.2,10256,164.1
4.82590103848504,18031,25740,24555,6.5,25.5,14.4,50.5,0.3,1.7,96.3,83.4,2,3.1,84.6,14.8,21.1,71.9,12.7,118500,2.52,22719,10.8,12582,69.1
4.81072359438997,18033,42223,40285,6.7,26.4,13.1,50.4,0.4,2.4,95.7,88.1,1.5,3.7,88.2,15.7,20.7,80.1,12.8,112300,2.6,21779,9,9774,116.4
-0.924483661561515,18035,117671,118769,5.4,20,14.7,51.9,6.9,1.8,88.1,73.7,2.1,3.1,84.5,22.4,19.2,66.4,19.9,92400,2.37,20405,20.2,13156,300.1
5.58300146191459,18037,41889,39674,6.6,25.5,14.5,50.8,0.3,6,92.6,90.8,3.2,7.1,84.6,20.2,18.7,79.2,10.6,129600,2.53,24801,9.6,18509,98
8.07917238813727,18039,197559,182791,8.1,28.4,12.1,50.7,5.7,14.1,77.2,84.4,8.5,17.3,80,18.1,18.8,72.7,19.7,128000,2.78,22187,13.7,12182,426.5
-5.12349538846334,18041,24277,25588,6.2,24,16.7,51,1.3,0.9,96.4,84.4,1,2.4,76.9,8.8,24,74,14.6,84900,2.43,18928,19.4,8604,112.9
5.30194993151942,18043,74578,70823,6.1,24,13,51.5,5.2,2.6,89.2,85.7,2.1,3.1,87.3,22.1,22.5,73.1,17.2,147100,2.5,25971,10.8,10813,504.1
-3.97682967583826,18045,17240,17954,5.9,24.2,17.7,50.5,0.2,2.2,96.3,86.7,1.5,2.5,83.2,10.8,27.2,79.2,7.6,87600,2.46,20949,13.2,8336,43.6
4.22554286488195,18047,23087,22151,6.3,26.1,14.1,50,0.2,0.9,97.9,90.2,0.8,1.8,85.4,16.5,28.5,78.6,5.5,144500,2.75,23090,11.7,7407,60.1
1.58451562576178,18049,20836,20511,6.5,24.8,16.5,50.3,0.7,4.2,93.3,87.9,1.9,6.5,85.7,14,23.2,75.2,8.8,93900,2.4,21119,11.3,9931,56.6
3.08615384615385,18051,33503,32500,6.5,24.3,15.3,50.5,1.8,1.3,94.8,89,0.7,1.8,88.6,14.3,22.9,77.7,10.3,99100,2.5,22542,12.2,13501,68.7
-4.55294742721687,18053,70061,73403,5.8,21.7,16.2,51.9,7,3.6,86.5,84.4,1.6,3.4,83.3,15.4,19.3,70.6,16.2,83100,2.47,19792,17,11121,169.2
0.024127635190152,18055,33165,33157,6,23.8,16,50.1,0.1,1,97.5,87,0.9,1.7,83.2,11.1,28.7,78.2,5.8,87500,2.5,20676,14.4,6924,61.1
50.2511765349677,18057,274569,182740,7.9,30.2,8.6,51.2,3.5,3.4,86.4,85.6,6.5,9.2,96.1,53.8,25.4,80,15,211200,2.72,38500,4.5,12582,696.4
26.3779314329043,18059,70002,55391,6.3,26.2,12.8,50.9,2.1,1.7,94.1,86.6,1.7,2.6,90.7,24.2,27.5,80,12.5,159200,2.64,28017,7.3,8584,228.8
14.680262199563,18061,39364,34325,6.1,23.6,13.8,50,0.5,1.5,96.5,91.9,0.9,2.1,88.4,14.4,29.9,84.2,6.6,124200,2.68,23539,10,10862,81.2
39.728896275446,18063,145448,104093,7,27.4,10.7,50.2,4.9,3,88.5,86.8,3.5,5.5,93.4,31.2,25.9,82.4,11.8,161100,2.69,28880,5.7,15496,357.4
1.96668590747917,18065,49462,48508,5.4,22.3,16.2,49.3,2.2,1.4,94.9,84.3,0.7,1.9,83.5,13.8,26.5,76.5,12.7,95200,2.43,19879,13.7,9706,126.2
-2.60345558118733,18067,82752,84964,6.2,23.7,16.2,51.9,6.9,2.7,87.1,82.2,1.9,3.8,86.3,19.7,19.2,70.5,17.6,108300,2.36,23759,16.4,14264,282.4
-2.49770190413657,18069,37124,38075,6,23.7,14.7,50.9,0.4,1.7,96.1,86.1,0.8,1.9,87.8,14.8,21,79.7,10.4,96700,2.54,21575,11.4,8651,97
2.5184468368211,18071,42376,41335,6.5,24.6,14.3,50.2,0.7,5.7,91.6,84.6,4.6,5.9,84.2,13.8,19.8,73.6,12.8,113700,2.48,21498,11.1,12572,83.2
11.4336118230536,18073,33478,30043,6.5,25.7,14,50.2,0.6,5.4,92.6,85.3,1.9,3.2,87.6,14.2,27.1,78.8,10.4,142200,2.6,23676,9,12531,59.8
-2.53599926625699,18075,21253,21806,7,26.6,15.4,50.7,0.3,2.7,95.8,89.2,1,2.8,84.3,10.7,21.9,79,9.2,81300,2.56,18946,13.5,6543,55.4
2.28039741365715,18077,32428,31705,5.8,22.6,14.6,51.8,1.7,2.3,93.9,83.7,2.3,3,83.8,18.2,20.8,71.8,14.3,106800,2.4,21278,15.1,11801,89.9
3.52398925745809,18079,28525,27554,6.6,26.4,12.6,49.9,0.8,2,95.9,81.2,1.6,3.1,81.3,7.5,25.3,73.4,7.8,92200,2.55,18636,12.3,7956,75.7
21.2179604023991,18081,139654,115209,6.9,26.4,12.3,50.8,1.1,3.1,92.3,83.7,3.2,4.4,90.3,26.2,25.7,75.8,15.8,143400,2.57,28224,8.1,15169,435.8
-2.07866313429794,18083,38440,39256,5.9,21.3,15.8,49.7,2.6,1.5,94.1,82,1.8,2.8,85.3,14.9,18.7,69.8,15.1,84700,2.4,20381,16.4,12463,74.5
4.45737742549657,18085,77358,74057,6.9,25.6,13.5,50.3,0.7,7.3,89.9,85.3,4.3,10.8,84.7,20.2,19.6,76.8,11.1,134600,2.49,24019,10,10423,145.6
6.35652697012232,18087,37128,34909,10.1,34.5,11.6,49.6,0.3,3.5,95,90.9,1.9,37.9,59.7,10.4,21.9,82.9,6.7,148200,3.03,18388,16,7498,97.8
2.36109162050833,18089,496005,484564,6.7,25.7,13.3,51.7,25.9,16.7,55.3,86.5,6.7,14.5,86.1,18.9,27.7,70.9,22.6,135400,2.67,23142,16.1,14455,994.1
1.23608159410022,18091,111467,110106,5.9,22.8,14.2,48.3,10.8,5.5,81.4,84.3,3.2,5.9,85.4,16.7,21.4,75.4,16.5,119800,2.46,22599,13.8,12355,186.3
0.461652367057175,18093,46134,45922,5.9,23.6,16.4,50.6,0.4,1.2,96.6,87.8,0.9,2.1,81,12.5,25.2,78.6,9.2,97400,2.45,21352,15.8,10481,102.7
-1.29126111669341,18095,131636,133358,6.2,23.1,15.4,50,8.3,3.2,86.3,83.3,1.8,3.1,86.4,16.6,25.5,73.5,14.5,96300,2.45,21722,14.7,9433,291.3
4.9902725770349,18097,903393,860454,7.5,25.1,10.6,51.8,26.7,9.3,59.5,80.2,7.9,11.4,84,27.3,22.2,58.8,31.4,122200,2.44,24498,17.3,14748,2279.6
4.26121255096614,18099,47051,45128,6.9,26.9,14.7,50.5,0.5,8.4,89.5,84.1,4.3,11.9,83.3,17.1,21.7,78.3,11.7,123400,2.63,22493,12.2,11839,106.1
-0.337544604108397,18101,10334,10369,6.5,24,15.7,49.5,0.1,0.7,98,87.4,1.1,1.8,81.2,8.5,24.6,83.8,5,84100,2.49,21750,13,8044,30.8
2.27537276204202,18103,36903,36082,5.7,22.7,14,46.7,4.5,2.5,90.3,85.4,1.3,4.8,81.9,10.2,22.3,76.6,10.9,86100,2.63,18854,16.7,6423,98.7
14.4414123736138,18105,137974,120563,4.7,16.3,10.2,50.1,3.3,2.9,86.1,66.1,7.2,9.2,91.1,42.7,18.3,55.2,34.7,146700,2.34,21882,25.5,11968,349.7
1.3154747668022,18107,38124,37629,6.5,24,15.5,49.6,0.9,4.6,92.8,83.6,2.9,4.5,86.8,17.5,20,73.6,15.6,107100,2.53,22788,12.2,11343,75.6
3.30639235855987,18109,68894,66689,6.2,25.2,12.9,50.4,0.3,1.2,96.9,85.6,1.2,1.6,85,13.9,28.7,80.1,8.4,141200,2.73,23972,10.1,8378,170.5
-2.21062748867225,18111,14244,14566,5.7,23,16.6,49.5,0.4,5,93.3,88.5,2.9,4.8,85.8,9.5,28.2,81.9,5.1,109600,2.59,24055,8.2,6901,35.5
2.72501350621286,18113,47536,46275,7.3,27,12.5,50,0.4,9.6,88.6,84.9,5.3,11.7,81.2,13,22.6,77.4,13.6,112600,2.67,19783,11.4,7491,115.7
8.98097101191535,18115,6128,5623,4.9,21.2,16.6,50.5,0.4,1.1,97.4,88.6,0.3,2.3,81.2,12.1,31,75.3,12.2,134200,2.43,25703,8.4,4068,71.1
2.765979488242,18117,19840,19306,6.2,24.6,15.8,50.3,0.9,1,96.5,87.5,0.8,5.1,78.7,12.5,26.3,77.4,6.3,90500,2.47,19119,20.2,7812,49.8
-0.968511888368673,18119,21575,21786,5.6,23.2,14.8,49.9,0.3,0.9,97.3,89.4,1.1,2.3,81.9,8.3,31.2,82.1,3.8,95700,2.58,20581,12.4,4750,56
0.568412505075111,18121,17339,17241,5.7,21.4,15.6,53.2,2.3,1.2,95.4,84.5,1.1,8,80.9,12.7,25.2,82.5,4.1,91600,2.39,19494,15.8,4932,39
2.32287422614954,18123,19338,18899,6,21.4,15.2,47,2.4,1,95.3,86.9,0.3,1.7,82.5,8.3,23.1,78.2,9.3,93600,2.31,20806,10.4,8097,50.7
0.062319856664339,18125,12845,12837,6,22.4,16.9,50,0.3,0.9,97.7,88.2,0.5,2,83.9,8.3,26,84.3,4.2,80700,2.39,20005,12.9,4449,38.4
11.9517977084157,18127,164343,146798,6,24.3,12.4,50.9,3,8.5,85.9,86.8,3.5,7.4,91.3,25.2,26.5,77.9,16.1,164500,2.59,27922,9.4,12188,393
-4.253353534607,18129,25910,27061,5.7,23.7,14.4,50.2,0.9,1,96.7,89.8,1.1,2.3,89,18.5,24,84.8,6.7,120500,2.56,26727,8.3,10225,63.3
-2.5663395129044,18131,13402,13755,5.9,23.9,16.7,49.5,0.7,2.4,95.7,88.4,0.5,1.6,85.9,13.6,21.2,78.8,6.5,97900,2.63,20491,17.2,8175,30.9
5.39715150337321,18133,37963,36019,5.1,21.1,13.5,47.2,4,1.5,92.5,82.3,1.8,3.6,85.1,17.6,26.6,77.9,7.6,119800,2.58,20441,10.3,8367,79
-4.48888726688808,18135,26171,27401,5.9,24.4,17.1,50.7,0.4,3,95.1,86.4,1.1,3.4,84.7,10.4,22.6,77,7.2,80100,2.51,19552,13.2,10588,57.9
8.65286732270105,18137,28818,26523,6.6,26.3,14.9,50.7,0.2,1.5,96.7,87.6,1.6,3.8,84.8,14.8,25.3,78.2,10.1,138200,2.64,22025,9.8,9347,64.6
-4.75877553255572,18139,17392,18261,5.9,24.8,15.8,50.7,0.8,1.1,96.8,86.9,0.3,3.1,84.8,13.2,26.4,74,11.2,106800,2.59,21215,12.8,6468,42.6
0.516646018398914,18141,266931,265559,6.6,24.7,13.3,51.5,12.7,7.3,75.6,82.9,5.6,9.6,86.4,25.6,19.8,71.5,19.5,116300,2.52,23082,14.6,13831,583
5.31794425087109,18143,24181,22960,6.1,24,13.4,50.6,0.2,1.5,97.1,81.8,0.9,1.9,74.3,9.9,24.8,76,9.7,96600,2.56,19414,15.9,10156,127
2.28104499942456,18145,44436,43445,6.1,24.4,13.9,50.4,1,3.7,93.7,86.6,2.9,4.5,85.9,15.2,24.4,74.3,14.5,126400,2.53,26398,10,11094,108.1
2.75121377078122,18147,20952,20391,5.9,24.2,15,49.7,0.5,2.5,95.9,92,1.7,3.2,85.7,15.9,27.3,83.5,6.6,111600,2.55,23609,12.1,8215,52.8
-0.819324163695023,18149,23363,23556,6.4,24.4,15.3,50.6,0.3,3.3,95.1,86.8,1.6,2.8,79.1,11.2,29.3,79.8,5.2,98200,2.57,17991,15.7,6730,75.6
2.92346600830975,18151,34185,33214,5.5,22.9,14.9,49.5,0.5,2.9,95.1,84.8,2,4.3,89.4,18.9,20.9,79,9.2,121700,2.4,22950,10.9,17170,110.7
-1.26890717668153,18153,21475,21751,5.4,21.4,14.8,45.7,4.5,1.4,92.8,86.3,0.6,1.9,86.1,14.1,25.1,77.1,8.1,77000,2.41,20093,11.9,6894,48
17.0766685052399,18155,10613,9065,7.4,25.6,14.6,49,0.3,1.4,97.2,86.7,1.2,2.4,78.1,11.4,30.6,81.1,6.4,119800,2.53,21214,14.4,2074,48.1
15.9947635191837,18157,172780,148955,6.4,20.7,9.5,49,4,7.5,80.4,70.7,10.1,13.3,90.5,35.7,17.4,55.8,32.5,128900,2.39,22203,20,12769,345.7
-3.8668034023044,18159,15936,16577,5.2,23.2,17.2,50.8,0.2,2.2,96.4,89,1.3,2.6,87.5,13.5,23.9,78.5,7.8,113500,2.37,23499,6.5,8473,61.2
2.2724180160566,18161,7516,7349,5.9,25.1,14.5,50.6,0.4,1.1,96.9,86.4,1.1,2.7,84.8,15.2,26.5,79,8,112600,2.54,19243,11.9,4366,46.6
4.5258896476309,18163,179703,171922,6.5,22.2,14.4,51.8,9.1,2.2,85.2,82.5,2.5,4,87.1,21.8,18.4,65.1,25.9,111700,2.32,23945,15.6,17308,769.7
-3.43102215868477,18165,16212,16788,5.5,23.1,16.9,50.5,0.1,0.8,97.8,90.4,0.4,1.3,85.4,12.3,23.8,78.3,6.9,77000,2.39,22178,14.7,11296,63.1
1.88950192729196,18167,107848,105848,5.8,21.4,13.5,49.4,6.9,2.3,86.7,83.2,2.8,4.9,84.8,21.3,19.5,65.8,20.5,89900,2.42,20398,19.5,15780,267.4
-5.92677345537758,18169,32888,34960,5.9,22.7,18.1,51.4,0.5,2.1,95.4,85.6,1.1,3.1,85.4,16.3,19.9,78,12.6,96400,2.38,20475,11.6,9889,79.7
1.0571326760898,18171,8508,8419,5.8,23.5,16.6,49.8,0.1,0.8,97.8,89.1,1.8,2.9,83.2,13.1,23.9,77.7,5.6,102600,2.53,23670,8.8,2812,23.3
13.9472729702384,18173,59689,52383,6.4,25.9,13.3,50.7,1.3,1.6,94,89.4,2.6,4,91.3,25.6,22.8,83.8,10.7,140200,2.62,29737,6.1,5794,155.1
3.81662564743048,18175,28262,27223,6,25.2,13.5,50.1,0.2,1.1,97.4,86.8,0.6,2.8,79.6,10.5,28.2,79.2,6.8,100200,2.59,19278,16.9,6844,55
-3.06623345570136,18177,68917,71097,6.3,23,16.4,51.4,5,2.6,89,81.4,2,4.3,82.6,15.8,19.9,68.6,17.9,99700,2.39,21789,16.1,14748,171.5
0.130434782608702,18179,27636,27600,6.5,25,15.7,50.8,0.3,2,96.3,85.8,1.1,2.8,89.4,14,21.9,78,12.1,110100,2.52,23169,8,7969,75.1
-2.46962441128745,18181,24643,25267,6,24.2,17.2,50.8,0.3,7.1,91.2,85.6,4.6,6.4,86.8,14.5,22.7,77.6,7,111000,2.42,22323,9.5,11911,48.8
8.41827596313545,18183,33292,30707,6.3,24.6,14,50.3,0.3,1.5,96.6,88.4,0.9,3.6,90.2,16.6,23.6,83.2,9.8,123500,2.47,24644,6.8,10547,99.2
-6.80577459662745,19001,7682,8243,5.8,22.5,21.4,50.4,0.1,1.3,97.7,91.4,0.5,2.3,91.4,13.6,21,75.8,9.6,93800,2.28,23497,10.6,6546,13.5
-10.1070950468541,19003,4029,4482,5.8,21.1,21.3,50.5,0.2,0.9,97.3,91.2,0.3,1.9,89,15.6,20.2,79,8,81200,2.24,23549,12.2,7950,9.5
-2.35093696763202,19005,14330,14675,6.6,23.1,19.6,49,0.8,5.3,93,88.2,4.9,7.8,86.9,13.5,19.5,79.7,10.7,105200,2.37,21349,11,8922,22.4
-6.07827417826688,19007,12887,13721,6.3,22.5,20.1,51.3,0.5,1.4,96.8,86.5,0.7,1.5,87.1,16.6,19.8,74.5,10.2,72400,2.32,20084,15.9,10331,25.9
-10.4099560761347,19009,6119,6830,5.5,21.9,23.2,51.7,0.2,0.6,98.2,90.3,0.6,1.5,86.6,15,19.3,79.9,7.2,72900,2.22,24207,11.1,6083,13.8
3.03461356092936,19011,26076,25308,6.3,25.5,15.4,50,0.4,1.1,97.4,90.8,1,2.2,92.6,17.8,25.4,80.9,8.3,128900,2.55,25111,7.2,6645,36.4
2.40446208167984,19013,131090,128012,6.5,21.7,13.8,51.4,8.9,3.7,83.9,79.1,4.4,7.1,88.8,24.6,15.8,69,22.8,118600,2.38,23357,16.9,15224,231.7
0.31269066503965,19015,26306,26224,5.9,23.9,15.9,49.8,0.8,1.9,95.8,87.7,0.8,2.3,92.1,19.6,20.7,75.3,16,115800,2.38,25998,10.6,8009,46
4.07717041800644,19017,24276,23325,5.8,22.7,17.3,51.1,0.8,1,96.6,85.9,1.3,2.6,93.6,26.5,18.3,82.1,11.4,132800,2.46,26522,8.2,11358,55.7
-0.640022756364667,19019,20958,21093,7.5,27.1,15.3,50.4,0.3,1.2,97.1,87.5,0.8,4.3,90.5,18.5,22.9,77.9,8.9,113400,2.48,23437,9.4,10242,36.7
-0.739797168193623,19021,20260,20411,7.2,25,15.1,49.9,2.7,22.7,67.9,83,15.3,25.9,79.5,22.6,14.2,69.3,14.7,87600,2.52,21256,12,13408,35.2
-2.86180986605684,19023,14867,15305,6.6,23.6,19.8,50.6,0.2,0.9,97.9,89.2,0.9,2.4,88,14.9,23.3,82.2,6.4,90900,2.4,24030,10.3,5407,25.6
-13.0004498425551,19025,9670,11115,5.7,21.2,23.7,51.4,0.2,0.9,97.9,83.8,0.7,2.3,90.7,18,19.9,79.7,7.4,70700,2.12,23049,10.4,10402,17
-2.82433126371318,19027,20816,21421,7,24.9,18.6,51.3,0.4,1.6,96.7,85.7,0.6,2.3,89.6,20,13,75,17,106700,2.29,25094,11.2,14338,36.6
-4.95777717243258,19029,13956,14684,6.6,22.8,21,51.1,0.3,1.8,96.7,86.2,1.2,2.5,91.1,14.5,17.9,71.1,13.7,82600,2.26,21787,13.6,12846,24.7
1.71551107934238,19031,18499,18187,6.2,24.5,16.7,50.5,0.3,1.5,96.7,90.3,1.2,2.1,92,18.6,24,79.5,8.7,125900,2.43,24742,7.2,7317,31.9
-4.94326867181949,19033,44151,46447,5.8,21.5,17.9,51.2,1.3,3.8,92.6,85,2.2,4.5,91.9,21.2,15.3,71.6,17.8,107900,2.17,25463,12.1,20200,77.7
-7.38780207134637,19035,12072,13035,5.6,21.2,21.6,50.7,0.5,2.3,95.7,86.4,1.2,2.2,92.6,19.2,14,75.6,12,77500,2.21,24507,5.1,11935,20.9
-5.00954562810233,19037,12439,13095,6.6,24.4,19.1,49.7,0.3,2.2,96.9,91.4,1.6,4.5,88.2,13.5,19.8,84.5,8.2,93800,2.28,22447,9.4,8537,24.7
1.67524362203,19039,9286,9133,7.4,25.3,16.7,50.2,0.4,10,88.4,87.8,5.2,9.3,84.8,12.9,21.2,78,10.7,92400,2.6,23271,12.2,10579,21.5
-4.05825466267556,19041,16667,17372,6.5,23,18.4,51,0.4,2.9,95.1,87.2,2,3.6,91.3,18.5,14.8,70.6,19.2,98500,2.19,25398,11.1,17960,29.4
-2.93928686154834,19043,18129,18678,6.2,23.2,19.3,49.9,0.3,1.7,96.9,88.2,1.7,3.5,90.2,14.9,21.5,77.3,11.8,96500,2.31,22303,11.3,9249,23.3
-2.05986161239506,19045,49116,50149,6.3,23.6,16.8,50.8,2.6,2.5,92.5,87.2,1.2,2,89.3,17,18.2,75.2,17.5,106100,2.42,23573,11.2,12950,70.7
0.90898359107543,19047,17096,16942,7.4,26.4,16.3,49.2,1.2,24.2,73.4,89.2,12.3,20.4,79,15,14.7,79.5,11.8,81500,2.52,21181,10.6,9840,23.9
62.2944785276074,19049,66135,40750,8.7,29.1,9.8,51.1,1.4,6.1,88.7,84.9,6.4,9.3,92.7,40.2,20.8,77.6,19.9,176600,2.56,33051,6.7,15813,112.4
2.48214494789838,19051,8753,8541,8.5,29.1,17.1,50.4,0.1,1,97.7,93.1,0.6,16.3,81.8,17,23.5,82.7,8.2,101400,2.76,21970,9.5,8351,17.4
-2.67004258257567,19053,8457,8689,6.3,22.7,18.1,49.9,1.8,2.1,94,83.6,2.7,5.4,83,17.8,21.2,68.3,11.6,69300,2.38,18195,16.9,4746,15.9
-3.47750489024126,19055,17764,18404,6.4,25.2,16.6,50,0.3,0.8,98,92.3,0.4,1.5,91.3,14.6,21,80.7,9.4,113700,2.42,22578,8.8,9791,30.7
-4.78383037000307,19057,40325,42351,6.5,23.2,17.6,51.4,5.1,2.6,89.4,84.5,2,3.3,89.7,17.6,16,73.5,17.6,90400,2.36,22555,13.8,15182,96.9
1.47954213346322,19059,16667,16424,4.9,19.4,22.3,50.4,0.2,1.1,97.5,88.7,1.1,2.4,93.3,27.2,16.6,78.3,13.8,153000,2.02,29459,8.2,15386,43.8
5.05928676396352,19061,93653,89143,6.4,23.8,15.3,50.7,2.7,1.9,92.9,85.9,1.7,3.4,89.4,25.3,16.5,74.7,21.9,136800,2.39,25045,9.1,15538,154
-6.57477101659563,19063,10302,11027,6.4,23,18.8,50.1,0.6,7.4,90.5,86.3,3.7,6.1,86.9,18.1,17,76.6,10.3,78600,2.3,24371,11.9,8961,26
-5.12540894220284,19065,20880,22008,6,22.5,19.4,50,0.9,1.8,95.7,83.2,1.2,3.7,88.2,16.5,20.5,78.5,10.3,81200,2.38,21566,13.4,7716,28.6
-3.53254437869822,19067,16303,16900,6.4,23.9,20,51,1.2,2,94.7,89.5,1.8,5.2,91.6,14.9,19.8,74.5,13.4,89200,2.35,21416,14,9192,32.6
-0.224215246636772,19069,10680,10704,6.3,23.8,19.1,49.6,0.4,11.3,87.4,89.5,5.3,8.9,84.3,14.4,18.4,74.1,11.8,82500,2.5,22507,10.6,6207,18.4
-7.10362047440699,19071,7441,8010,6.3,22.8,19.6,50.3,0.5,2.5,95.7,88.7,1.1,2.1,91.1,17.4,22.5,77.9,5.5,92800,2.38,23612,8.7,13599,14.6
-9.93633031063091,19073,9336,10366,5.6,23.1,20.9,50.6,0.3,1.8,96.6,82,1.4,3.1,88.4,17.5,18.5,76.2,7.6,80400,2.25,23947,8,9258,16.4
0.679117147707986,19075,12453,12369,6.3,23.8,18.8,50.6,0.2,1,97.9,91.2,0.4,3,91.2,21.6,19.2,80.7,8.9,111000,2.43,26916,7.5,9049,24.8
-3.51448956223025,19077,10954,11353,5.6,23.9,19.9,50.3,0.1,1.8,96.7,89,1.1,2.1,91.2,18.9,27,79.1,8,94600,2.32,26590,7.2,8262,18.5
-4.65385083343473,19079,15673,16438,6.2,24,18.1,50.3,0.3,5,91.5,87.4,2.2,5.3,90.3,16.4,16.3,76.7,14.7,90500,2.37,24765,9.7,9607,27.2
-6.27272727272727,19081,11341,12100,6,23.4,19.1,50.1,0.5,3.5,94.7,89.2,1.5,3.5,89.5,15.4,17.6,82.6,9.4,81200,2.38,22713,11,10549,19.9
-6.79353604082501,19083,17534,18812,6,23.1,21,50.3,1.2,3.7,93.7,88.1,1.8,4.1,90.5,20.2,16.4,73.8,13.8,85600,2.28,24154,9.9,9242,30.8
-4.71083875909614,19085,14928,15666,6.2,24.1,17.8,50.8,0.2,1.2,97.3,90,0.9,2.3,90.4,15.5,27.2,79.4,9.6,111400,2.42,24221,10.1,6546,21.4
-0.939221085759245,19087,20145,20336,5.8,23.2,16,48.8,2.2,3.8,90.1,84.7,4.8,6.4,89.2,19.9,18.5,73.8,14.7,96400,2.59,23056,14,10665,46.4
-3.68505839710028,19089,9566,9932,7.2,25.2,19.3,50.4,0.3,1.2,97.4,87.2,1,3.6,86.8,11.5,16.5,79.5,7,90300,2.29,22417,11.2,8789,20.2
-5.45226856757538,19091,9815,10381,6.4,23,20.6,50.6,0.4,3.6,94.6,87.6,1.6,3.1,88.8,15.9,16.9,76,13.1,81600,2.27,24568,9.6,8520,22.6
